game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url,metascore,userscore
Hellblade: Senua's Sacrifice,7-Aug-17,29.99,"500,000-1,000,000",Ninja Theory,Ninja Theory,75,25,14985,Action-Adventure,M,PS4,8.3,,,0.05,0.03,0.01,,0.01,2018,http://www.vgchartz.com/game/84096/hellblade-senuas-sacrifice/?region=All,/games/boxart/full_9879544AmericaFrontccc.jpg,81,8.2
Hello Neighbor,8-Dec-17,29.99,"100,000-200,000",Dynamic Pixels,tinyBuild,178,89,20201,Action,E10,PC,,,,0,,0,,0,2017,http://www.vgchartz.com/game/213699/hello-neighbor/?region=All,/games/boxart/full_48812PALFrontccc.jpg,38,4.5
Her Story,24-Jun-15,9.99,"200,000-500,000",Sam Barlow,Sam Barlow,0,0,6658,Adventure,,PC,8.7,,0.31,,,,,,2015,http://www.vgchartz.com/game/220463/her-story/?region=All,/games/boxart/full_4036959AmericaFrontccc.png,86,6
Heroes of Might & Magic III - HD Edition,29-Jan-15,14.99,"500,000-1,000,000",DotEmu,Ubisoft Entertainment,0,0,3898,Strategy,,PC,,,0.59,,,,,,2014,http://www.vgchartz.com/game/223444/heroes-of-might-amp-magic-iii-hd-edition/?region=All,/games/boxart/full_1169128AmericaFrontccc.jpg,65,4.3
Hinterland,30-Sep-08,9.99,"50,000-100,000","Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",0,0,33529,Strategy,,PC,7,,,,,,,,2008,http://www.vgchartz.com/game/25571/hinterland/?region=All,/games/boxart/full_2767659AmericaFrontccc.jpg,65,6.7
Hitman: Absolution,19-Nov-12,19.99,"2,000,000-5,000,000","Io-Interactive A/S, Feral Interactive (Mac)","Io-Interactive A/S, Feral Interactive (Mac)",51,17,970,Action,M,PS3,,,,2.06,0.59,1.08,0.07,0.32,2012,http://www.vgchartz.com/game/50956/hitman-absolution/?region=All,/games/boxart/full_9681133AmericaFrontccc.jpg,83,7.5
Hitman: Absolution,19-Nov-12,19.99,"2,000,000-5,000,000","Io-Interactive A/S, Feral Interactive (Mac)","Io-Interactive A/S, Feral Interactive (Mac)",51,17,1241,Action,M,X360,,,,1.7,0.68,0.88,0.01,0.13,2012,http://www.vgchartz.com/game/50957/hitman-absolution/?region=All,/games/boxart/full_1099822PALFrontccc.jpg,79,7.1
Hitman: Absolution,19-Nov-12,19.99,"2,000,000-5,000,000","Io-Interactive A/S, Feral Interactive (Mac)","Io-Interactive A/S, Feral Interactive (Mac)",51,17,8226,Action,M,PC,9,,,0.22,0.03,0.18,,0.01,2012,http://www.vgchartz.com/game/50955/hitman-absolution/?region=All,/games/boxart/full_480754PALFrontccc.jpg,79,7.1
Hitman: Blood Money,15-Mar-07,9.99,"1,000,000-2,000,000",Io-Interactive A/S,Io-Interactive A/S,0,0,4554,Action,M,PS2,8.2,,,0.5,0.25,0.19,,0.06,2006,http://www.vgchartz.com/game/5195/hitman-blood-money/?region=All,/games/boxart/5335336ccc.jpg,83,8.5
Hitman: Blood Money,15-Mar-07,9.99,"1,000,000-2,000,000",Io-Interactive A/S,Io-Interactive A/S,0,0,5645,Action,M,X360,8.1,,,0.39,0.29,0.06,0.01,0.03,2006,http://www.vgchartz.com/game/5196/hitman-blood-money/?region=All,/games/boxart/1617742ccc.jpg,82,8.7
Hitman: Blood Money,15-Mar-07,9.99,"1,000,000-2,000,000",Io-Interactive A/S,Io-Interactive A/S,0,0,16446,Action,M,PC,8,,,0.03,,0.03,,0,2006,http://www.vgchartz.com/game/17703/hitman-blood-money/?region=All,/games/boxart/full_1429026AmericaFrontccc.jpg,82,8.8
Hitman: Codename 47,15-Mar-07,7.99,"1,000,000-2,000,000",IO Interactive A/S,IO Interactive A/S,0,0,33608,Action,,PC,,,,,,,,,2000,http://www.vgchartz.com/game/15245/hitman-codename-47/?region=All,/games/boxart/3205853ccc.jpg,73,7.5
Hitman: Contracts,20-Apr-04,8.99,"500,000-1,000,000",Io-Interactive A/S,Io-Interactive A/S,0,0,2971,Shooter,M,PS2,,,,0.8,0.39,0.31,,0.1,2004,http://www.vgchartz.com/game/5197/hitman-contracts/?region=All,/games/boxart/4552657ccc.jpg,80,8.2
Hitman: Contracts,20-Apr-04,8.99,"500,000-1,000,000",Io-Interactive A/S,Io-Interactive A/S,0,0,19982,Shooter,M,PC,,,,0,,0,,0,2004,http://www.vgchartz.com/game/17724/hitman-contracts/?region=All,/games/boxart/full_281729AmericaFrontccc.jpg,74,7.6
Hollow Knight,24-Feb-17,14.99,"1,000,000-2,000,000",Team Cherry,Team Cherry,685,1177,2430,Action-Adventure,RP,PC,,,1,,,,,,2017,http://www.vgchartz.com/game/220331/hollow-knight/?region=All,/games/boxart/full_8211099AmericaFrontccc.jpg,87,8.8
Home,1-Jun-12,2.99,"200,000-500,000",Benjamin Rivers Inc.,Benjamin Rivers Inc.,0,0,9279,Adventure,,PC,,,0.18,,,,,,2007,http://www.vgchartz.com/game/223772/home/?region=All,/games/boxart/full_4334961AmericaFrontccc.jpg,69,6
Homefront,14-Mar-11,19.99,"2,000,000-5,000,000","Kaos Studios, Digital Extremes",Deep Silver,0,0,1549,Shooter,M,X360,6.7,,,1.46,0.83,0.48,0.02,0.12,2011,http://www.vgchartz.com/game/34846/homefront/?region=All,/games/boxart/full_homefront_444AmericaFront.jpg,70,6
Homefront,14-Mar-11,19.99,"2,000,000-5,000,000","Kaos Studios, Digital Extremes",Deep Silver,0,0,2664,Shooter,M,PS3,6.6,,,0.9,0.32,0.4,0.04,0.15,2011,http://www.vgchartz.com/game/34845/homefront/?region=All,/games/boxart/full_homefront_34AmericaFront.jpg,70,5.6
Homefront,14-Mar-11,19.99,"2,000,000-5,000,000","Kaos Studios, Digital Extremes",Deep Silver,0,0,7872,Shooter,M,PC,6.6,,,0.24,0.11,0.1,,0.03,2011,http://www.vgchartz.com/game/34847/homefront/?region=All,/games/boxart/full_homefront_386AmericaFront.jpg,70,5.6
Homefront: The Revolution,17-May-16,29.99,"500,000-1,000,000",Dambuster Studios,Deep Silver,0,0,4528,Shooter,M,PS4,,,,0.5,0.11,0.29,0.04,0.07,2016,http://www.vgchartz.com/game/83147/homefront-the-revolution/?region=All,/games/boxart/full_6782238AmericaFrontccc.jpg,48,4
Homefront: The Revolution,17-May-16,29.99,"500,000-1,000,000",Dambuster Studios,Deep Silver,0,0,13472,Shooter,M,PC,,,,0.08,0.04,0.03,,0.01,2016,http://www.vgchartz.com/game/83145/homefront-the-revolution/?region=All,/games/boxart/full_6627070AmericaFrontccc.jpg,54,3.8
Homeworld Remastered Collection,25-Feb-15,34.99,"500,000-1,000,000",Gearbox Software,Gearbox Publishing,0,0,3247,Strategy,,PC,,,0.73,,,,,,2015,http://www.vgchartz.com/game/85082/homeworld-remastered-collection/?region=All,/games/boxart/full_2917984PALFrontccc.jpg,86,8.2
Homeworld: Deserts of Kharak,20-Jan-16,49.99,"200,000-500,000",Blackbird Interactive,Gearbox Publishing,0,0,12324,Strategy,,PC,,,0.1,,,,,,2016,http://www.vgchartz.com/game/224158/homeworld-deserts-of-kharak/?region=All,/games/boxart/full_7949796AmericaFrontccc.jpg,79,8
Horizon Chase Turbo,15-May-18,19.99,"0-20,000",Aquiris Game Studio,Aquiris Game Studio,0,0,53894,Racing,,PS4,,,,,,,,,2018,http://www.vgchartz.com/game/223796/horizon-chase-turbo/?region=All,/games/boxart/full_9204517AmericaFrontccc.jpg,77,7.6
Horizon Chase Turbo,15-May-18,19.99,"0-20,000",Aquiris Game Studio,Aquiris Game Studio,0,0,53896,Racing,,PC,,,,,,,,,2018,http://www.vgchartz.com/game/223798/horizon-chase-turbo/?region=All,/games/boxart/full_5647913AmericaFrontccc.jpg,76,7.5
Hospital Tycoon,13-Feb-09,4.99,"200,000-500,000",Deep Red Limited,Codemasters,0,0,19112,Strategy,E10,PC,4,,,0.01,,0.01,,0,2007,http://www.vgchartz.com/game/39770/hospital-tycoon/?region=All,/games/boxart/full_7833238AmericaFrontccc.jpg,51,3.8
Hotel Giant 2,27-Jan-10,7.99,"50,000-100,000","Enlight Software Limited, PerspectX",Toplitz Productions,0,0,16333,Strategy,E,PC,,,,0.03,,0.03,,0,2010,http://www.vgchartz.com/game/42725/hotel-giant-2/?region=All,/games/boxart/full_5745455AmericaFrontccc.jpg,58,2.5
Hotline Miami,23-Oct-12,9.99,"2,000,000-5,000,000",Dennaton Games,Devolver Digital,57,72,706,Action,,PC,,,2.58,,,,,,2012,http://www.vgchartz.com/game/73296/hotline-miami/?region=All,/games/boxart/full_3903285AmericaFrontccc.png,85,8.6
Hotline Miami,23-Oct-12,9.99,"2,000,000-5,000,000",Dennaton Games,Devolver Digital,57,72,33787,Action,,PS3,,,,,,,,,2013,http://www.vgchartz.com/game/73298/hotline-miami/?region=All,/games/boxart/full_5020516AmericaFrontccc.png,87,8.3
Hotline Miami 2: Wrong Number,10-Mar-15,14.99,"1,000,000-2,000,000",Dennaton Games,Devolver Digital,87,120,2317,Shooter,M,PC,8.3,,1.04,,,,,,2015,http://www.vgchartz.com/game/81164/hotline-miami-2-wrong-number/?region=All,/games/boxart/full_456307AmericaFrontccc.png,74,7.6
Hotline Miami 2: Wrong Number,10-Mar-15,14.99,"1,000,000-2,000,000",Dennaton Games,Devolver Digital,87,120,33792,Misc,,PS4,,,,,,,,,2015,http://www.vgchartz.com/game/81166/hotline-miami-2-wrong-number/?region=All,/games/boxart/default.jpg,75,7.6
How to Survive,29-Aug-14,14.99,"1,000,000-2,000,000",Eko Software,505 Games,0,0,1453,Action,,PC,,,1.51,,,,,,2013,http://www.vgchartz.com/game/84376/how-to-survive/?region=All,/games/boxart/full_4437631AmericaFrontccc.jpg,60,7
Hue,30-Aug-16,14.99,"100,000-200,000",Fiddlesticks Games,Curve Digital,0,0,33839,Platform,,PC,,,,,,,,,2016,http://www.vgchartz.com/game/85248/hue/?region=All,/games/boxart/default.jpg,79,7.6
Human Resource Machine,15-Oct-15,14.99,"500,000-1,000,000",Tomorrow Corporation,Tomorrow Corporation,0,0,8533,Puzzle,,PC,,,0.21,,,,,,2015,http://www.vgchartz.com/game/223695/human-resource-machine/?region=All,/games/boxart/full_5430953AmericaFrontccc.jpg,78,8
Hyper Light Drifter,31-Mar-16,19.99,"500,000-1,000,000",Heart Machine,Heart Machine,0,0,3876,Role-Playing,,PC,,,0.6,,,,,,2016,http://www.vgchartz.com/game/83003/hyper-light-drifter/?region=All,/games/boxart/full_5458802AmericaFrontccc.jpg,84,8.2
Hyper Light Drifter,31-Mar-16,19.99,"500,000-1,000,000",Heart Machine,Heart Machine,0,0,19721,Role-Playing,,PS4,,,,0.01,,,0.01,,2016,http://www.vgchartz.com/game/82999/hyper-light-drifter/?region=All,/games/boxart/full_9435091AmericaFrontccc.jpeg,80,7.6
I Am Alive,6-Sep-12,14.99,"200,000-500,000",Ubisoft Shanghaï,Ubisoft,0,0,33933,Action,M,PS3,,,,,,,,,1986,http://www.vgchartz.com/game/29054/i-am-alive/?region=All,/games/boxart/default.jpg,75,6.3
I Am Alive,6-Sep-12,14.99,"200,000-500,000",Ubisoft Shanghaï,Ubisoft,0,0,33934,Action,RP,X360,,,,,,,,,1986,http://www.vgchartz.com/game/29055/i-am-alive/?region=All,/games/boxart/default.jpg,69,6.3
I Am Alive,6-Sep-12,14.99,"200,000-500,000",Ubisoft Shanghaï,Ubisoft,0,0,33935,Action,RP,PC,,,,,,,,,1986,http://www.vgchartz.com/game/40340/i-am-alive/?region=All,/games/boxart/default.jpg,66,6
ICEY,17-Nov-16,10.99,"500,000-1,000,000",FantaBlade Network,X.D. Network Inc.,0,0,5126,Action,,PC,,,0.44,,,,,,2008,http://www.vgchartz.com/game/223473/icey/?region=All,/games/boxart/full_7468354AmericaFrontccc.jpg,84,7.4
Iconoclasts,23-Jan-18,19.99,"50,000-100,000",Joakim Sandberg,"Bifrost Entertainment, DANGEN Entertainment, Gamera Game, INTRAGAMES CO., LTD.",0,0,53919,Action-Adventure,,PS4,,,,,,,,,2018,http://www.vgchartz.com/game/220880/iconoclasts/?region=All,/games/boxart/full_3111139AmericaFrontccc.jpg,83,6.1
Iconoclasts,23-Jan-18,19.99,"50,000-100,000",Joakim Sandberg,"Bifrost Entertainment, DANGEN Entertainment, Gamera Game, INTRAGAMES CO., LTD.",0,0,53920,Action-Adventure,,PC,9.5,,,,,,,,2018,http://www.vgchartz.com/game/220881/iconoclasts/?region=All,/games/boxart/full_8772094AmericaFrontccc.jpg,87,7.4
Ikaruga,18-Feb-14,9.99,"100,000-200,000",Treasure,Treasure,0,0,12977,Shooter,E,GC,8,,,0.09,0.07,0.02,,0,2003,http://www.vgchartz.com/game/1018/ikaruga/?region=All,/games/boxart/full_9156218AmericaFrontccc.jpg,85,8.5
IL-2 Sturmovik: 1946,13-Jun-08,9.99,"200,000-500,000",1C: Maddox Games,1C Entertainment,0,0,15777,Simulation,T,PC,,,,0.04,,0.04,,0,2007,http://www.vgchartz.com/game/26046/il-2-sturmovik-1946/?region=All,/games/boxart/full_3387472AmericaFrontccc.jpg,86,8.8
IL-2 Sturmovik: Battle of Stalingrad,22-Oct-14,49.99,"100,000-200,000","1C Game Studios, 777 Studios",1C Game Studios,0,0,20785,Action,,PC,,,,0,,0,,0,2014,http://www.vgchartz.com/game/86049/il-2-sturmovik-battle-of-stalingrad/?region=All,/games/boxart/default.jpg,74,6
IL-2 Sturmovik: Cliffs of Dover,19-Jul-11,,"200,000-500,000",1C: Maddox Games,1C Entertainment,0,0,14995,Simulation,T,PC,5,,,0.05,,0.05,,0.01,2011,http://www.vgchartz.com/game/53111/il-2-sturmovik-cliffs-of-dover/?region=All,/games/boxart/full_il-2-sturmovik-cliffs-of-dover_31AmericaFront.jpg,60,7.1
Immortal Redneck,25-Apr-17,19.95,"100,000-200,000",Crema,Crema,0,0,53926,Shooter,,PS4,,,,,,,,,2018,http://www.vgchartz.com/game/221252/immortal-redneck/?region=All,/games/boxart/full_5703567AmericaFrontccc.jpg,73,6.3
Immortal Redneck,25-Apr-17,19.95,"100,000-200,000",Crema,Crema,0,0,53927,Shooter,,PC,,,,,,,,,2017,http://www.vgchartz.com/game/221253/immortal-redneck/?region=All,/games/boxart/full_4003605AmericaFrontccc.jpg,70,6.9
Imperial Glory,15-May-05,4.99,"100,000-200,000",Pyro Studios,Kalypso Media Digital,0,0,15959,Strategy,T,PC,,,,0.04,,0.04,,0,2005,http://www.vgchartz.com/game/26571/imperial-glory/?region=All,/games/boxart/4887650ccc.jpg,69,8.2
Impire,14-Feb-13,19.99,"100,000-200,000",Cyanide Montreal,Paradox Interactive,0,0,34097,Misc,,PC,,,,,,,,,2013,http://www.vgchartz.com/game/75337/impire/?region=All,/games/boxart/default.jpg,45,5.4
In Space We Brawl,17-Jul-15,3.99,"0-20,000",Forge Reply srl,AGM PLAYISM,0,0,34113,Shooter,,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/84198/in-space-we-brawl/?region=All,/games/boxart/full_6034353AmericaFrontccc.jpg,54,4.4
Infested Planet,6-Mar-14,14.99,"200,000-500,000",Rocket Bear Games,Rocket Bear Games,0,0,9104,Misc,,PC,,,0.19,,,,,,2014,http://www.vgchartz.com/game/79596/infested-planet/?region=All,/games/boxart/full_9117709AmericaFrontccc.jpg,75,7.6
Infinity Runner,14-Jul-14,6.99,"0-20,000",Wales Interactive,Wales Interactive,0,0,34192,Action,T,PC,,,,,,,,,2014,http://www.vgchartz.com/game/83589/infinity-runner/?region=All,/games/boxart/full_1473976AmericaFrontccc.jpg,56,6.5
Infinity Runner,14-Jul-14,6.99,"0-20,000",Wales Interactive,Wales Interactive,0,0,53942,Action,T,PS4,,,,,,,,,2015,http://www.vgchartz.com/game/222548/infinity-runner/?region=All,/games/boxart/full_4274586AmericaFrontccc.jpg,45,5.5
Injustice 2,30-Nov-17,49.99,"200,000-500,000","NetherRealm Studios, QLOC",WB Games,35,23,1228,Fighting,T,PS4,,,,1.72,0.88,0.54,,0.29,2017,http://www.vgchartz.com/game/117274/injustice-2/?region=All,/games/boxart/full_2072600AmericaFrontccc.jpg,87,8.1
Injustice 2,30-Nov-17,49.99,"200,000-500,000","NetherRealm Studios, QLOC",WB Games,35,23,53947,Fighting,,PC,,,,,,,,,2016,http://www.vgchartz.com/game/224368/injustice-2/?region=All,/games/boxart/default.jpg,86,7.7
InnerSpace,16-Jan-18,19.99,"0-20,000",PolyKnight Games,Aspyr,0,0,53949,Adventure,,PC,,,,,,,,,2018,http://www.vgchartz.com/game/221170/innerspace/?region=All,/games/boxart/full_9682432AmericaFrontccc.jpg,65,tbd
InnerSpace,16-Jan-18,19.99,"0-20,000",PolyKnight Games,Aspyr,0,0,53950,Adventure,,PS4,,,,,,,,,2018,http://www.vgchartz.com/game/221171/innerspace/?region=All,/games/boxart/full_222770AmericaFrontccc.jpg,69,5.1
Inside My Radio,11-May-15,14.99,"20,000-50,000",Seaven Studio,Iceberg Interactive,0,0,34235,Platform,,PC,,,,,,,,,2020,http://www.vgchartz.com/game/85251/inside-my-radio/?region=All,/games/boxart/default.jpg,68,7.2
Insurgency,22-Jan-14,3.74,"2,000,000-5,000,000",New World Interactive,New World Interactive,244,294,34248,Misc,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/80818/insurgency/?region=All,/games/boxart/default.jpg,74,8.7
Into the Breach,27-Feb-18,14.99,"200,000-500,000",Subset Games,Subset Games,0,0,53957,Strategy,,PC,,,,,,,,,2018,http://www.vgchartz.com/game/221288/into-the-breach/?region=All,/games/boxart/full_4169715AmericaFrontccc.jpg,90,7.5
Into the Stars,4-Mar-16,19.99,"20,000-50,000",Fugitive Games,Iceberg Interactive,0,0,34317,Simulation,,PC,,,,,,,,,2020,http://www.vgchartz.com/game/85027/into-the-stars/?region=All,/games/boxart/default.jpg,61,3.1
Inversion,26-Jul-12,9.99,"20,000-50,000",Saber Interactive,BANDAI NAMCO Entertainment,0,0,13844,Shooter,M,PS3,,,,0.07,0.03,0.03,,0.01,2012,http://www.vgchartz.com/game/40149/inversion/?region=All,/games/boxart/full_inversion_773PALFront.jpg,56,5.4
Inversion,26-Jul-12,9.99,"20,000-50,000",Saber Interactive,BANDAI NAMCO Entertainment,0,0,14563,Shooter,M,X360,,,,0.06,0.03,0.02,,0.01,2012,http://www.vgchartz.com/game/40148/inversion/?region=All,/games/boxart/full_inversion_418PALFront.jpg,53,6.5
"Invisible, Inc.",12-May-15,19.99,"500,000-1,000,000",Klei Entertainment,Klei Entertainment,0,0,34335,Action,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/85521/invisible-inc/?region=All,/games/boxart/default.jpg,82,7.9
Iron Brigade,13-Aug-12,14.99,"200,000-500,000",Double Fine Productions,Double Fine Productions,0,0,11941,Strategy,T,PC,,,0.11,,,,,,2012,http://www.vgchartz.com/game/224247/iron-brigade/?region=All,/games/boxart/full_9241333AmericaFrontccc.jpg,75,5.3
Iron Sky: Invasion,13-Dec-12,19.99,"100,000-200,000",Reality Pump,Topware Interactive,210,227,7864,Action,,PC,,,0.24,,,,,,2012,http://www.vgchartz.com/game/223407/iron-sky-invasion/?region=All,/games/boxart/full_530008AmericaFrontccc.jpg,49,6.2
Ironclad Tactics,18-Sep-13,14.99,"50,000-100,000",Zachtronics,Zachtronics,0,0,34390,Misc,,PC,,,,,,,,,2013,http://www.vgchartz.com/game/81769/ironclad-tactics/?region=All,/games/boxart/default.jpg,69,7.2
Jack Keane,27-Jun-08,9.99,"20,000-50,000",Deck13,Deck13,0,0,17044,Adventure,T,PC,,,,0.03,,0.02,,0,2008,http://www.vgchartz.com/game/23881/jack-keane/?region=All,/games/boxart/full_jack-keane_917AmericaFront.jpg,69,6.9
Jade Empire: Special Edition,27-Feb-07,14.99,"200,000-500,000",BioWare Corporation,"BioWare Corporation, Electronic Arts",0,0,19900,Role-Playing,,PC,7.8,,,0,,0,,0,2007,http://www.vgchartz.com/game/26515/jade-empire-special-edition/?region=All,/games/boxart/full_9054815AmericaFrontccc.jpg,81,8.2
Job Simulator,5-Apr-16,19.99,"200,000-500,000",Owlchemy Labs,Owlchemy Labs,1,0,11367,Simulation,E10,PS4,,,,0.12,0.1,,,0.02,2017,http://www.vgchartz.com/game/169959/job-simulator/?region=All,/games/boxart/full_9302152AmericaFrontccc.jpg,71,7
Joint Task Force,27-Mar-07,7.99,"50,000-100,000",Most Wanted Entertainment,HD Publishing,0,0,20834,Strategy,T,PC,,,,0,,0,,0,2006,http://www.vgchartz.com/game/45523/joint-task-force/?region=All,/games/boxart/full_joint-task-force_1AmericaFront.jpg,68,7.7
Jolly Rover,7-Jun-10,9.99,"100,000-200,000",Brawsome,Brawsome,0,0,21029,Adventure,,PC,,,,0,,0,,0,2010,http://www.vgchartz.com/game/45524/jolly-rover/?region=All,/games/boxart/full_jolly-rover_8AmericaFront.jpg,71,7.7
Jotun: Valhalla Edition,29-Sep-15,14.99,"2,000,000-5,000,000",Thunder Lotus Games,Thunder Lotus Games,30,10,54001,Action,,PS4,,,,,,,,,,http://www.vgchartz.com/game/220433/jotun-valhalla-edition/?region=All,/games/boxart/default.jpg,72,7
Journey of a Roach,4-Nov-13,6.99,"200,000-500,000","Koboldgames, Daedalic Entertainment",Daedalic Entertainment,0,0,34855,Misc,,PC,,,,,,,,,2013,http://www.vgchartz.com/game/79640/journey-of-a-roach/?region=All,/games/boxart/default.jpg,65,6.9
Jurassic World Evolution,12-Jun-18,44.99,"500,000-1,000,000",Frontier Developments,Frontier Developments,125,193,4717,Simulation,,PC,,,0.48,,,,,,2018,http://www.vgchartz.com/game/221892/jurassic-world-evolution/?region=All,/games/boxart/full_2566588AmericaFrontccc.jpg,69,7.3
Jurassic World Evolution,12-Jun-18,44.99,"500,000-1,000,000",Frontier Developments,Frontier Developments,125,193,4779,Simulation,,PS4,,,,0.47,0.14,0.25,,0.08,2018,http://www.vgchartz.com/game/221891/jurassic-world-evolution/?region=All,/games/boxart/full_5040177AmericaFrontccc.jpg,68,6.7
Just Cause,15-Mar-07,6.99,"1,000,000-2,000,000",Avalanche Studios,Square Enix,92,30,10715,Action,M,X360,7.3,,,0.14,0.1,0.03,0.01,0.01,2006,http://www.vgchartz.com/game/5233/just-cause/?region=All,/games/boxart/5381037ccc.jpg,73,7.2
Just Cause,15-Mar-07,6.99,"1,000,000-2,000,000",Avalanche Studios,Square Enix,92,30,18291,Action,M,PC,7.3,,,0.02,,0.01,,0,2006,http://www.vgchartz.com/game/39322/just-cause/?region=All,/games/boxart/full_5005824AmericaFrontccc.jpg,75,7.2
Just Cause,15-Mar-07,6.99,"1,000,000-2,000,000",Avalanche Studios,Square Enix,92,30,18456,Action,M,PS2,6.9,,,0.02,0.01,0.01,,0,2006,http://www.vgchartz.com/game/5232/just-cause/?region=All,/games/boxart/4810869ccc.jpg,67,7.9
Just Cause 2,23-Mar-10,14.99,"2,000,000-5,000,000",Avalanche Studios,Square Enix,82,27,346,Action,M,PC,8.2,,4.16,,,,,,2010,http://www.vgchartz.com/game/24233/just-cause-2/?region=All,/games/boxart/full_2386162AmericaFrontccc.jpg,84,7.7
Just Cause 2,23-Mar-10,14.99,"2,000,000-5,000,000",Avalanche Studios,Square Enix,82,27,1190,Action,M,PS3,8.3,,,1.75,0.45,0.92,0.06,0.32,2010,http://www.vgchartz.com/game/24231/just-cause-2/?region=All,/games/boxart/full_664593AmericaFrontccc.jpg,83,8
Just Cause 2,23-Mar-10,14.99,"2,000,000-5,000,000",Avalanche Studios,Square Enix,82,27,1366,Action,M,X360,8,,,1.6,0.59,0.83,0.02,0.17,2010,http://www.vgchartz.com/game/24232/just-cause-2/?region=All,/games/boxart/full_2327598AmericaFrontccc.jpg,81,8
Just Cause 3,30-Nov-15,19.99,"2,000,000-5,000,000",Avalanche Studios,Square Enix,30,19,1026,Action-Adventure,M,PS4,7.5,,,1.98,0.53,1.07,0.09,0.3,2015,http://www.vgchartz.com/game/84822/just-cause-3/?region=All,/games/boxart/full_1113491AmericaFrontccc.jpg,73,6.3
Just Cause 3,30-Nov-15,19.99,"2,000,000-5,000,000",Avalanche Studios,Square Enix,30,19,9927,Action-Adventure,M,PC,7.6,,,0.16,0.03,0.12,,0.01,2015,http://www.vgchartz.com/game/84821/just-cause-3/?region=All,/games/boxart/full_8977042PALFrontccc.jpg,74,5.5
Just Dance 2017,27-Oct-16,49.99,"20,000-50,000","Ubisoft Paris, Ubisoft Pune",Ubisoft,0,0,7863,Misc,E10,PS4,,,,0.24,0.08,0.12,,0.04,2016,http://www.vgchartz.com/game/119953/just-dance-2017/?region=All,/games/boxart/full_2980956AmericaFrontccc.jpg,73,6.7
Kane & Lynch 2: Dog Days,17-Aug-10,9.99,"500,000-1,000,000",IO Interactive,Square Enix,1,0,3899,Shooter,M,PS3,6.3,,,0.59,0.17,0.28,0.05,0.1,2010,http://www.vgchartz.com/game/40542/kane-amp-lynch-2-dog-days/?region=All,/games/boxart/full_4221840AmericaFrontccc.jpg,62,5.2
Kane & Lynch 2: Dog Days,17-Aug-10,9.99,"500,000-1,000,000",IO Interactive,Square Enix,1,0,4649,Shooter,M,X360,6.4,,,0.49,0.2,0.23,0.01,0.05,2010,http://www.vgchartz.com/game/40543/kane-amp-lynch-2-dog-days/?region=All,/games/boxart/full_6744670AmericaFrontccc.jpg,63,5.2
Kane & Lynch 2: Dog Days,17-Aug-10,9.99,"500,000-1,000,000",IO Interactive,Square Enix,1,0,5013,Shooter,M,PC,6.5,,0.45,,,,,,2010,http://www.vgchartz.com/game/40541/kane-amp-lynch-2-dog-days/?region=All,/games/boxart/full_4471818AmericaFrontccc.jpg,66,5.8
Kelvin and the Infamous Machine,21-Jul-16,9.99,"50,000-100,000",Blyts,Blyts,0,0,54027,Adventure,,PC,,,,,,,,,,http://www.vgchartz.com/game/220402/kelvin-and-the-infamous-machine/?region=All,/games/boxart/default.jpg,79,7.2
Kerbal Space Program,27-Apr-15,39.99,"2,000,000-5,000,000",Squad,Private Division,0,0,35231,Misc,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/82071/kerbal-space-program/?region=All,/games/boxart/default.jpg,88,8.2
Kero Blaster,11-Nov-15,9.99,"100,000-200,000",Studio Pixel,AGM PLAYISM,0,0,35232,Action,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/80779/kero-blaster/?region=All,/games/boxart/default.jpg,82,7.2
Killing Floor,14-May-09,19.99,"5,000,000-10,000,000",Tripwire Interactive,Tripwire Interactive,84,28,35328,Shooter,,PC,7.5,,,,,,,,2009,http://www.vgchartz.com/game/34622/killing-floor/?region=All,/games/boxart/full_4148619AmericaFrontccc.jpg,72,8.6
Killing Floor 2,18-Nov-16,29.99,"2,000,000-5,000,000",Tripwire Interactive,Tripwire Interactive,497,724,7283,Shooter,M,PS4,,,,0.27,0.19,0.03,,0.05,2016,http://www.vgchartz.com/game/84936/killing-floor-2/?region=All,/games/boxart/full_8056380PALFrontccc.jpg,75,7.3
Killing Floor 2,18-Nov-16,29.99,"2,000,000-5,000,000",Tripwire Interactive,Tripwire Interactive,497,724,35329,Shooter,M,PC,,,,,,,,,2016,http://www.vgchartz.com/game/82083/killing-floor-2/?region=All,/games/boxart/full_8520668PALFrontccc.jpg,75,7.6
King Arthur: Fallen Champions,16-Sep-11,4.99,"50,000-100,000",NeocoreGames,Paradox Interactive,0,0,35362,Strategy,RP,PC,,,,,,,,,2011,http://www.vgchartz.com/game/53563/king-arthur-fallen-champions/?region=All,/games/boxart/full_king-arthur-fallen-champions_371AmericaFront.jpg,54,5
