game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url,metascore,userscore
The Darkness,29-Dec-17,3.99,"0-20,000",Ruaz.404,Ruaz.404,0,0,3514,Shooter,M,PS3,,,,0.66,0.2,0.34,,0.12,2007,http://www.vgchartz.com/game/6841/the-darkness/?region=All,/games/boxart/8344280ccc.jpg,80,7.7
The Darkness,29-Dec-17,3.99,"0-20,000",Ruaz.404,Ruaz.404,0,0,5143,Shooter,M,X360,8.3,,,0.44,0.36,0.04,0.01,0.03,2007,http://www.vgchartz.com/game/6842/the-darkness/?region=All,/games/boxart/4338932ccc.jpg,82,8.1
The Darkness II,6-Feb-12,29.99,"1,000,000-2,000,000",Digital Extremes,2K,57,19,5530,Shooter,M,X360,,,,0.4,0.25,0.11,,0.03,2012,http://www.vgchartz.com/game/50101/the-darkness-ii/?region=All,/games/boxart/full_5374143AmericaFrontccc.jpg,80,7.5
The Darkness II,6-Feb-12,29.99,"1,000,000-2,000,000",Digital Extremes,2K,57,19,6477,Shooter,M,PS3,,,,0.32,0.14,0.14,,0.04,2012,http://www.vgchartz.com/game/50100/the-darkness-ii/?region=All,/games/boxart/full_9826427AmericaFrontccc.jpg,79,7.7
The Darkness II,6-Feb-12,29.99,"1,000,000-2,000,000",Digital Extremes,2K,57,19,10718,Shooter,M,PC,,,,0.14,0.1,0.03,,0.01,2012,http://www.vgchartz.com/game/50102/the-darkness-ii/?region=All,/games/boxart/full_4471563AmericaFrontccc.jpg,77,7.6
The Deadly Tower of Monsters,19-Jan-16,14.99,"50,000-100,000",ACE Team,SEGA,0,0,55262,Action,T,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/220366/the-deadly-tower-of-monsters/?region=All,/games/boxart/default.jpg,72,7
The Deadly Tower of Monsters,19-Jan-16,14.99,"50,000-100,000",ACE Team,SEGA,0,0,55263,Action,T,PC,,,,,,,,,2016,http://www.vgchartz.com/game/220367/the-deadly-tower-of-monsters/?region=All,/games/boxart/default.jpg,73,7.7
The Descendant,24-Mar-16,14.99,"500,000-1,000,000",Gaming Corps AB,"Microids Indie, Microids",2313,171,3666,Adventure,,PC,,,0.63,,,,,,2007,http://www.vgchartz.com/game/223440/the-descendant/?region=All,/games/boxart/full_8389862AmericaFrontccc.jpg,61,7.3
The Dwarves,1-Dec-16,39.99,"100,000-200,000",KING Art,"THQ Nordic, EuroVideo Medien",0,0,16491,Role-Playing,,PS4,,,,0.03,0.03,,,0.01,2016,http://www.vgchartz.com/game/147588/the-dwarves/?region=All,/games/boxart/full_6288196PALFrontccc.jpg,60,6
The Dwarves,1-Dec-16,39.99,"100,000-200,000",KING Art,"THQ Nordic, EuroVideo Medien",0,0,18524,Role-Playing,,PC,,,,0.01,,0.01,,0,2016,http://www.vgchartz.com/game/147590/the-dwarves/?region=All,/games/boxart/full_8553476PALFrontccc.jpg,61,6.5
The Elder Scrolls Online,22-May-17,19.99,"2,000,000-5,000,000",Zenimax Online Studios,Bethesda Softworks,528,350,2360,MMO,M,PC,,,,1.02,0.35,0.59,,0.08,2014,http://www.vgchartz.com/game/70799/the-elder-scrolls-online/?region=All,/games/boxart/full_1750936AmericaFrontccc.jpg,71,5.8
The Elder Scrolls V: Skyrim,10-Nov-11,19.99,"10,000,000-20,000,000",Bethesda Game Studios,Bethesda Softworks,528,567,105,Role-Playing,M,X360,9.3,,,8.88,5.1,2.83,0.1,0.85,2011,http://www.vgchartz.com/game/49112/the-elder-scrolls-v-skyrim/?region=All,/games/boxart/full_the-elder-scrolls-v-skyrim_554AmericaFront.jpg,96,8.5
The Elder Scrolls V: Skyrim,10-Nov-11,19.99,"10,000,000-20,000,000",Bethesda Game Studios,Bethesda Softworks,528,567,162,Role-Playing,M,PS3,9,,,6.49,2.57,2.68,0.25,0.99,2011,http://www.vgchartz.com/game/49113/the-elder-scrolls-v-skyrim/?region=All,/games/boxart/full_the-elder-scrolls-v-skyrim_425AmericaFront.jpg,92,6.5
The Elder Scrolls V: Skyrim,10-Nov-11,19.99,"10,000,000-20,000,000",Bethesda Game Studios,Bethesda Softworks,528,567,379,Role-Playing,M,PC,9.2,,,3.99,1.18,2.25,,0.56,2011,http://www.vgchartz.com/game/49111/the-elder-scrolls-v-skyrim/?region=All,/games/boxart/full_the-elder-scrolls-v-skyrim_498AmericaFront.jpg,94,8.2
The Elder Scrolls V: Skyrim Special Edition,27-Oct-16,39.99,"2,000,000-5,000,000",Bethesda Game Studios,Bethesda Softworks,57,39,479,Role-Playing,M,PS4,8.3,,,3.36,1.24,1.5,0.08,0.54,2016,http://www.vgchartz.com/game/119946/the-elder-scrolls-v-skyrim-special-edition/?region=All,/games/boxart/full_7599322AmericaFrontccc.jpg,81,6.9
The Elder Scrolls V: Skyrim VR,2-Apr-18,59.99,"200,000-500,000",Bethesda Game Studios,Bethesda Softworks,0,0,2086,Role-Playing,M,PS4,,,,1.13,0.47,0.47,0.01,0.19,2017,http://www.vgchartz.com/game/210249/the-elder-scrolls-v-skyrim-vr/?region=All,/games/boxart/full_6882091AmericaFrontccc.jpg,77,8
The Elder Scrolls: Legends,31-May-17,,"1,000,000-2,000,000","Sparkypants Studios, LLC",Bethesda Softworks,947,315,48147,Strategy,,PC,,,,,,,,,2017,http://www.vgchartz.com/game/85664/the-elder-scrolls-legends/?region=All,/games/boxart/full_4279717AmericaFrontccc.png,80,5.6
The Escapists,13-Feb-15,17.99,"1,000,000-2,000,000",Mouldy Toof Studios,Team17 Digital Ltd,312,104,1782,Action,,PC,,,1.3,,,,,,2014,http://www.vgchartz.com/game/84135/the-escapists/?region=All,/games/boxart/full_7853410PALFrontccc.jpg,71,6.9
The Escapists,13-Feb-15,17.99,"1,000,000-2,000,000",Mouldy Toof Studios,Team17 Digital Ltd,312,104,48153,Action,,PS4,,,,,,,,,2015,http://www.vgchartz.com/game/85576/the-escapists/?region=All,/games/boxart/full_4253861PALFrontccc.jpg,71,6.3
The Escapists 2,21-Aug-17,19.99,"500,000-1,000,000","Team17 Digital Ltd, Mouldy Toof Studios",Team17 Digital Ltd,519,345,4653,Action,T,PC,,,0.49,,,,,,2017,http://www.vgchartz.com/game/192934/the-escapists-2/?region=All,/games/boxart/full_1478120AmericaFrontccc.jpeg,75,8
The Escapists 2,21-Aug-17,19.99,"500,000-1,000,000","Team17 Digital Ltd, Mouldy Toof Studios",Team17 Digital Ltd,519,345,7874,Action,T,PS4,,,,0.24,0.04,0.16,,0.04,2017,http://www.vgchartz.com/game/192933/the-escapists-2/?region=All,/games/boxart/full_4371303AmericaFrontccc.png,76,7
The Evil Within,13-Oct-14,19.99,"500,000-1,000,000",Tango Gameworks,Bethesda Softworks,0,0,1113,Action,M,PS4,7.7,,,1.86,0.56,0.9,0.11,0.28,2014,http://www.vgchartz.com/game/72026/the-evil-within/?region=All,/games/boxart/full_308626AmericaFrontccc.jpg,75,7.5
The Evil Within,13-Oct-14,19.99,"500,000-1,000,000",Tango Gameworks,Bethesda Softworks,0,0,3203,Misc,M,PC,5.5,,0.74,,,,,,2014,http://www.vgchartz.com/game/72022/the-evil-within/?region=All,/games/boxart/full_6487634AmericaFrontccc.jpg,68,6.1
The Evil Within 2,12-Oct-17,59.99,"200,000-500,000",Tango Gameworks,Bethesda Softworks,0,0,2288,Action,M,PS4,,,,1.05,0.31,0.49,0.09,0.15,2017,http://www.vgchartz.com/game/181691/the-evil-within-2/?region=All,/games/boxart/full_5238836AmericaFrontccc.jpg,76,8.7
The Evil Within 2,12-Oct-17,59.99,"200,000-500,000",Tango Gameworks,Bethesda Softworks,0,0,8167,Action,M,PC,,,0.23,,,,,,2017,http://www.vgchartz.com/game/181690/the-evil-within-2/?region=All,/games/boxart/full_3647152AmericaFrontccc.jpg,80,8.9
The Fall,30-May-14,9.99,"200,000-500,000",Over The Moon,Over The Moon,0,0,10270,Misc,,PC,,,0.15,,,,,,2014,http://www.vgchartz.com/game/82744/the-fall/?region=All,/games/boxart/full_9914174AmericaFrontccc.jpg,76,7.2
The Fall Part 2: Unbound,12-Feb-18,16.99,"20,000-50,000",Over The Moon,Over The Moon,0,0,55278,Action-Adventure,,PS4,,,,,,,,,,http://www.vgchartz.com/game/220883/the-fall-part-2-unbound/?region=All,/games/boxart/default.jpg,71,tbd
The Fall Part 2: Unbound,12-Feb-18,16.99,"20,000-50,000",Over The Moon,Over The Moon,0,0,55281,Action-Adventure,,PC,,,,,,,,,,http://www.vgchartz.com/game/220886/the-fall-part-2-unbound/?region=All,/games/boxart/default.jpg,73,tbd
The Final Station,30-Aug-16,14.99,"200,000-500,000","Oleg Sergeev, Andrey Rumak, Do My Best",tinyBuild,0,0,10471,Action-Adventure,,PC,,,0.15,,,,,,2011,http://www.vgchartz.com/game/224162/the-final-station/?region=All,/games/boxart/full_2970981AmericaFrontccc.jpg,76,7.3
The Forest,30-Apr-18,19.99,"2,000,000-5,000,000",Endnight Games Ltd,Endnight Games Ltd,152,108,225,Misc,,PC,,,5.3,,,,,,2014,http://www.vgchartz.com/game/82736/the-forest/?region=All,/games/boxart/full_7703243AmericaFrontccc.jpg,83,7.3
The Gardens Between,19-Sep-18,19.99,"0-20,000",The Voxel Agents,The Voxel Agents,0,0,55289,Puzzle,RP,PS4,,,,,,,,,,http://www.vgchartz.com/game/221784/the-gardens-between/?region=All,/games/boxart/full_9950994AmericaFrontccc.png,73,5.5
The Golf Club,19-Aug-14,29.99,"20,000-50,000",HB Studios,HB Studios,0,0,10914,Sports,E,PS4,,,,0.13,0.09,0.02,,0.02,2015,http://www.vgchartz.com/game/78419/the-golf-club/?region=All,/games/boxart/full_5973934AmericaFrontccc.jpg,66,6.4
The Golf Club,19-Aug-14,29.99,"20,000-50,000",HB Studios,HB Studios,0,0,48224,Sports,E,PC,,,,,,,,,2015,http://www.vgchartz.com/game/78418/the-golf-club/?region=All,/games/boxart/full_5998881AmericaFrontccc.jpg,70,6.2
The Great Escape,11-Jan-16,3.99,"20,000-50,000",XiNFiNiTY Games,OtakuMaker SARL,0,0,8928,Action,T,PS2,,,,0.2,0.1,0.07,,0.02,2003,http://www.vgchartz.com/game/5824/the-great-escape/?region=All,/games/boxart/8048363ccc.jpg,57,8
The Great Escape,13-Apr-18,3.99,"0-20,000",Ocean Software,"Classics Digital, Piko Interactive",0,0,8928,Action,T,PS2,,,,0.2,0.1,0.07,,0.02,2003,http://www.vgchartz.com/game/5824/the-great-escape/?region=All,/games/boxart/8048363ccc.jpg,57,8
The Incredible Adventures of Van Helsing,22-May-13,14.99,"1,000,000-2,000,000",NeocoreGames,NeocoreGames,61,40,3249,Role-Playing,,PC,,,0.73,,,,,,2006,http://www.vgchartz.com/game/223423/the-incredible-adventures-of-van-helsing/?region=All,/games/boxart/full_5343108AmericaFrontccc.jpg,72,8.2
The Incredible Adventures of Van Helsing II,22-May-14,14.99,"200,000-500,000",NeocoreGames,NeocoreGames,96,32,7588,Action,,PC,,,0.25,,,,,,2014,http://www.vgchartz.com/game/79880/the-incredible-adventures-of-van-helsing-ii/?region=All,/games/boxart/full_4485867AmericaFrontccc.jpg,77,7.6
The Incredible Adventures of Van Helsing: Final Cut,6-Nov-15,44.99,"200,000-500,000",NeocoreGames,NeocoreGames,0,0,9247,Role-Playing,,PC,,,0.18,,,,,,2009,http://www.vgchartz.com/game/223767/the-incredible-adventures-of-van-helsing-final-cut/?region=All,/games/boxart/full_8516772AmericaFrontccc.jpg,79,7.5
The Infectious Madness of Doctor Dekker,19-May-17,8.99,"20,000-50,000",D'Avekki Studios Ltd,D'Avekki Studios Ltd,680,680,52586,Adventure,,PS4,,,,,,,,,2018,http://www.vgchartz.com/game/222061/the-infectious-madness-of-doctor-dekker/?region=All,/games/boxart/full_5759220AmericaFrontccc.jpg,62,2.5
The Inner World,27-Sep-13,14.99,"100,000-200,000",Studio Fizbin,Headup,0,0,16810,Adventure,,PC,,,,0.03,,0.03,,0,2013,http://www.vgchartz.com/game/73967/the-inner-world/?region=All,/games/boxart/full_7258998PALFrontccc.jpeg,72,7.7
The Last Federation,18-Apr-14,19.99,"50,000-100,000","Arcen Games, LLC","Arcen Games, LLC",0,0,48442,Misc,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/81218/the-last-federation/?region=All,/games/boxart/default.jpg,72,7
The Last Remnant,9-Apr-09,,"500,000-1,000,000",Square Enix,Square Enix,0,0,3438,Role-Playing,M,X360,6.5,8,,0.68,0.25,0.2,0.18,0.06,2008,http://www.vgchartz.com/game/12261/the-last-remnant/?region=All,/games/boxart/full_647497AmericaFrontccc.jpg,66,6.8
The Last Remnant,9-Apr-09,,"500,000-1,000,000",Square Enix,Square Enix,0,0,18623,Role-Playing,M,PC,7.3,,,0.01,,0.01,,0,2009,http://www.vgchartz.com/game/24629/the-last-remnant/?region=All,/games/boxart/full_1649597AmericaFrontccc.jpg,66,8.3
The Last Tinker: City of Colors,12-May-14,9.99,"50,000-100,000",Mimimi Games,Daedalic Entertainment,0,0,48454,Platform,,PS4,,,,,,,,,2014,http://www.vgchartz.com/game/84034/the-last-tinker-city-of-colors/?region=All,/games/boxart/full_9846252PALFrontccc.jpg,66,6
The Legend of Heroes: Trails in the Sky,29-Jul-14,19.99,"200,000-500,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0,0,12591,Role-Playing,T,PSP,8.1,,,0.1,0.06,0,0.03,,2011,http://www.vgchartz.com/game/3205/the-legend-of-heroes-trails-in-the-sky/?region=All,/games/boxart/full_the-legend-of-heroes-trails-in-the-sky_967AmericaFront.jpg,79,8.5
The Legend of Heroes: Trails in the Sky SC,29-Oct-15,29.99,"50,000-100,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0,0,48470,Role-Playing,T,PC,,,,,,,,,2009,http://www.vgchartz.com/game/50620/the-legend-of-heroes-trails-in-the-sky-sc/?region=All,/games/boxart/full_7273965AmericaFrontccc.jpg,80,8.6
The Legend of Heroes: Trails in the Sky SC,29-Oct-15,29.99,"50,000-100,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0,0,55313,Role-Playing,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/220295/the-legend-of-heroes-trails-in-the-sky-sc/?region=All,/games/boxart/default.jpg,80,8.6
The Legend of Heroes: Trails in the Sky the 3rd,3-May-17,29.99,"20,000-50,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0,0,55314,Role-Playing,,PC,8.5,,,,,,,,2017,http://www.vgchartz.com/game/220296/the-legend-of-heroes-trails-in-the-sky-the-3rd/?region=All,/games/boxart/default.jpg,83,7.6
The Legend of Heroes: Trails of Cold Steel,2-Aug-17,39.99,"100,000-200,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0,0,8476,Role-Playing,,PS3,,,,0.21,0.06,0.02,0.12,0.02,2015,http://www.vgchartz.com/game/71803/the-legend-of-heroes-trails-of-cold-steel/?region=All,/games/boxart/full_2062457JapanFrontccc.jpg,86,8.8
The Legend of Heroes: Trails of Cold Steel,2-Aug-17,39.99,"100,000-200,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0,0,55315,Role-Playing,,PC,,,,,,,,,2017,http://www.vgchartz.com/game/220297/the-legend-of-heroes-trails-of-cold-steel/?region=All,/games/boxart/default.jpg,80,8
The Little Acre,13-Dec-16,12.99,"20,000-50,000",Pewter Games Studios,Curve Digital,0,0,55326,Adventure,,PC,,,,,,,,,,http://www.vgchartz.com/game/220393/the-little-acre/?region=All,/games/boxart/default.jpg,62,6.5
The Little Acre,13-Dec-16,12.99,"20,000-50,000",Pewter Games Studios,Curve Digital,0,0,55329,Adventure,,PS4,,,,,,,,,,http://www.vgchartz.com/game/220396/the-little-acre/?region=All,/games/boxart/default.jpg,67,6.9
The Long Dark,1-Aug-17,29.99,"1,000,000-2,000,000",Hinterland Studio Inc.,Hinterland Studio Inc.,116,38,1101,Simulation,T,PC,,,1.88,,,,,,2017,http://www.vgchartz.com/game/222541/the-long-dark/?region=All,/games/boxart/full_5364383AmericaFrontccc.jpg,77,8.2
The Long Dark,1-Aug-17,29.99,"1,000,000-2,000,000",Hinterland Studio Inc.,Hinterland Studio Inc.,116,38,15043,Simulation,T,PS4,,,,0.05,0.04,,,0.01,2018,http://www.vgchartz.com/game/222544/the-long-dark/?region=All,/games/boxart/full_7863809AmericaFrontccc.jpg,75,7.1
The Long Journey Home,30-May-17,7.49,"100,000-200,000",Daedalic Studio West,Daedalic Entertainment,33,33,48523,Role-Playing,,PC,,,,,,,,,2017,http://www.vgchartz.com/game/178958/the-long-journey-home/?region=All,/games/boxart/full_1250483AmericaFrontccc.jpeg,68,7.2
The Longest Journey,1-May-07,9.99,"200,000-500,000",Funcom,Funcom,0,0,18312,Adventure,M,PC,8.7,,,0.02,,0.01,,0,2000,http://www.vgchartz.com/game/13064/the-longest-journey/?region=All,/games/boxart/full_4871764AmericaFrontccc.jpg,91,8.8
The Misadventures of P.B. Winterbottom,20-Apr-10,4.99,"100,000-200,000",The Odd Gentlemen,2K,0,0,11153,Puzzle,E,PC,8.1,,0.13,,,,,,2010,http://www.vgchartz.com/game/43351/the-misadventures-of-pb-winterbottom/?region=All,/games/boxart/full_1362975AmericaFrontccc.jpg,79,8.1
The Moment of Silence,1-Mar-05,14.99,"20,000-50,000",House of Tales,HandyGames,0,0,48596,Adventure,,PC,,,,,,,,,2005,http://www.vgchartz.com/game/21695/the-moment-of-silence/?region=All,/games/boxart/6845100ccc.jpg,70,7.5
The Mummy Demastered,24-Oct-17,19.99,"0-20,000",WayForward,WayForward,0,0,55346,Action,,PS4,,,,,,,,,2017,http://www.vgchartz.com/game/213797/the-mummy-demastered/?region=All,/games/boxart/full_1588326AmericaFrontccc.jpeg,75,7
The Night of the Rabbit,28-May-13,19.99,"200,000-500,000",Daedalic Entertainment,Daedalic Entertainment,0,0,55350,Adventure,,PC,,,,,,,,,2013,http://www.vgchartz.com/game/220233/the-night-of-the-rabbit/?region=All,/games/boxart/full_1944424AmericaFrontccc.jpeg,75,7.5
The Path,18-Mar-09,9.99,"100,000-200,000",Tale of Tales,Tale of Tales,0,0,48659,Adventure,,PC,,,,,,,,,2009,http://www.vgchartz.com/game/32506/the-path/?region=All,/games/boxart/full_7458892AmericaFrontccc.jpg,79,7
The Raven Remastered,13-Mar-18,19.99,"0-20,000",KING Art,THQ Nordic,0,0,16353,Adventure,T,PS4,,8.4,,0.03,0.03,,,0.01,2018,http://www.vgchartz.com/game/220645/the-raven-remastered/?region=All,/games/boxart/full_5398583AmericaFrontccc.jpg,72,5.3
The Red Solstice,9-Jul-15,9.99,"2,000,000-5,000,000",Ironward,Nkidu Games Inc.,0,0,48711,Misc,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/81309/the-red-solstice/?region=All,/games/boxart/default.jpg,74,7.4
The Revenge of Shinobi,2-May-12,0.99,"0-20,000",,SEGA,0,0,12757,Platform,E,GBA,,,,0.09,0.07,0.02,,0,2002,http://www.vgchartz.com/game/14997/the-revenge-of-shinobi/?region=All,/games/boxart/full_2466594AmericaFrontccc.jpg,51,tbd
The Secret of Monkey Island: Special Edition,15-Jul-09,9.99,"500,000-1,000,000",LucasArts,"LucasArts, Lucasfilm, Disney Interactive",0,0,48759,Adventure,E10,PC,,,,,,,,,2009,http://www.vgchartz.com/game/35067/the-secret-of-monkey-island-special-edition/?region=All,/games/boxart/full_9780909AmericaFrontccc.jpg,86,8.9
The Sexy Brutale,11-Apr-17,19.99,"100,000-200,000","Cavalier Game Studios, Tequila Works",Tequila Works,0,0,13272,Adventure,T,PS4,,,,0.08,0.05,0.02,,0.01,2017,http://www.vgchartz.com/game/171078/the-sexy-brutale/?region=All,/games/boxart/full_5598812AmericaFrontccc.jpg,77,7.6
The Sexy Brutale,11-Apr-17,19.99,"100,000-200,000","Cavalier Game Studios, Tequila Works",Tequila Works,0,0,48776,Adventure,,PC,,,,,,,,,2017,http://www.vgchartz.com/game/171080/the-sexy-brutale/?region=All,/games/boxart/full_6129464AmericaFrontccc.jpg,83,7.8
The Silver Case,6-Oct-16,19.99,"20,000-50,000","GRASSHOPPER MANUFACTURE INC., AGM PLAYISM",GRASSHOPPER MANUFACTURE INC.,0,0,13806,Visual Novel,M,PS4,,,,0.07,0.05,,0.01,0.01,2017,http://www.vgchartz.com/game/163775/the-silver-case/?region=All,/games/boxart/full_79286AmericaFrontccc.png,64,6.9
The Silver Case,6-Oct-16,19.99,"20,000-50,000","GRASSHOPPER MANUFACTURE INC., AGM PLAYISM",GRASSHOPPER MANUFACTURE INC.,0,0,55375,Visual Novel,,PC,,,,,,,,,2016,http://www.vgchartz.com/game/222742/the-silver-case/?region=All,/games/boxart/full_1680838AmericaFrontccc.jpg,64,7.6
The Sims 3,27-Jan-11,19.99,"2,000,000-5,000,000",The Sims Studio,Electronic Arts,2156,718,124,Simulation,T,PC,8.5,,,7.96,1.01,6.46,,0.5,2009,http://www.vgchartz.com/game/17805/the-sims-3/?region=All,/games/boxart/full_7487992AmericaFrontccc.jpg,86,7.6
The Sims 3,27-Jan-11,19.99,"2,000,000-5,000,000",The Sims Studio,Electronic Arts,2156,718,830,Simulation,T,X360,8,,,2.31,1.28,0.82,0,0.2,2010,http://www.vgchartz.com/game/43344/the-sims-3/?region=All,/games/boxart/full_the-sims-3_5AmericaFront.jpg,76,7.3
The Sims 3,27-Jan-11,19.99,"2,000,000-5,000,000",The Sims Studio,Electronic Arts,2156,718,998,Simulation,T,PS3,8.1,,,2.03,0.73,0.96,0.02,0.31,2010,http://www.vgchartz.com/game/43343/the-sims-3/?region=All,/games/boxart/full_the-sims-3_3AmericaFront.jpg,78,6.4
The Sims 3,27-Jan-11,19.99,"2,000,000-5,000,000",The Sims Studio,Electronic Arts,2156,718,3089,Simulation,T,3DS,5.6,,,0.77,0.3,0.38,0.03,0.07,2011,http://www.vgchartz.com/game/45685/the-sims-3/?region=All,/games/boxart/full_the-sims-3_831AmericaFront.jpg,52,3.1
The Sims 3,27-Jan-11,19.99,"2,000,000-5,000,000",The Sims Studio,Electronic Arts,2156,718,3487,Simulation,E10,DS,7.5,,,0.67,0.38,0.23,,0.06,2010,http://www.vgchartz.com/game/43341/the-sims-3/?region=All,/games/boxart/full_the-sims-3_1AmericaFront.jpg,73,6
The Solus Project,7-Jun-16,19.99,"200,000-500,000","Hourences, Grip Games",Teotl Studios,0,0,55382,Adventure,,PC,,,,,,,,,,http://www.vgchartz.com/game/224513/the-solus-project/?region=All,/games/boxart/default.jpg,68,6.3
The Spectrum Retreat,13-Jul-18,12.99,"0-20,000",Dan Smith Studios,Ripstone,0,0,55383,Puzzle,,PC,,,,,,,,,,http://www.vgchartz.com/game/222635/the-spectrum-retreat/?region=All,/games/boxart/default.jpg,68,4
The Spectrum Retreat,13-Jul-18,12.99,"0-20,000",Dan Smith Studios,Ripstone,0,0,55385,Puzzle,,PS4,,,,,,,,,,http://www.vgchartz.com/game/222637/the-spectrum-retreat/?region=All,/games/boxart/default.jpg,67,tbd
The Stanley Parable,17-Oct-13,14.99,"2,000,000-5,000,000",Galactic Cafe,Galactic Cafe,0,0,55387,Adventure,,PC,,,,,,,,,,http://www.vgchartz.com/game/220848/the-stanley-parable/?region=All,/games/boxart/full_5440716AmericaFrontccc.jpg,88,8
The Station,19-Feb-18,14.99,"0-20,000",The Station,The Station,0,0,55390,Adventure,,PS4,,,,,,,,,,http://www.vgchartz.com/game/221119/the-station/?region=All,/games/boxart/full_7102018AmericaFrontccc.jpg,62,6.4
The Station,19-Feb-18,14.99,"0-20,000",The Station,The Station,0,0,55391,Adventure,,PC,,,,,,,,,,http://www.vgchartz.com/game/221120/the-station/?region=All,/games/boxart/full_7482668AmericaFrontccc.jpg,72,6.6
The Sum of All Fears,10-Oct-08,9.99,"0-20,000",Red Storm Entertainment,Ubisoft,0,0,16140,Action,T,GBA,,,,0.04,0.03,0.01,,0,2002,http://www.vgchartz.com/game/28439/the-sum-of-all-fears/?region=All,/games/boxart/full_178730AmericaFrontccc.jpg,69,tbd
The Sum of All Fears,10-Oct-08,9.99,"0-20,000",Red Storm Entertainment,Ubisoft,0,0,16438,Shooter,T,GC,3.2,,,0.03,0.03,0.01,,0,2003,http://www.vgchartz.com/game/2267/the-sum-of-all-fears/?region=All,/games/boxart/full_2742588AmericaFrontccc.jpg,36,3.4
The Sum of All Fears,10-Oct-08,9.99,"0-20,000",Red Storm Entertainment,Ubisoft,0,0,48865,Shooter,T,PC,,,,,,,,,2002,http://www.vgchartz.com/game/33666/the-sum-of-all-fears/?region=All,/games/boxart/full_7639753AmericaFrontccc.jpg,72,7.2
The Surge,15-May-17,29.99,"200,000-500,000",Deck13,Focus Home Interactive,0,0,9189,Action,M,PS4,,,,0.19,0.07,0.08,0.01,0.03,2017,http://www.vgchartz.com/game/163773/the-surge/?region=All,/games/boxart/full_5237486AmericaFrontccc.jpg,73,7
The Surge,15-May-17,29.99,"200,000-500,000",Deck13,Focus Home Interactive,0,0,9908,Action,M,PC,,,0.16,,,,,,2017,http://www.vgchartz.com/game/177473/the-surge/?region=All,/games/boxart/full_2219429PALFrontccc.png,72,6.9
